geneId,geneName,numEntries
10824,DIAPH2-AS1,0
100874195,DIAPH3-AS1,0
400242,DICER1-AS1,0
11083,DIDO1,0
1732,DIH1,0
27292,DIMT1,0
108783646,DINOL,0
1733,DIO1,0
1734,DIO2,0
100628307,DIO2-AS1,0
1735,DIO3,0
64150,DIO3OS,0
100188011,DIP,0
23181,DIP2A,0
84649,DGAT2,0
347516,DGAT2L6,0
9191,DEDD,0
27147,DENND2A,0
6764,DENND2B,0
79961,DENND2D,0
22898,DENND3,0
10260,DENND4A,0
9909,DENND4B,0
91614,DEPDC7,0
11067,DEPP1,0
64798,DEPTOR,0
51071,DERA,0
79139,DERL1,0
51009,DERL2,0
91319,DERL3,0
113455421,DERPC,0
9993,DGCR2,0
26220,DGCR5,0
8214,DGCR6,0
85359,DGCR6L,0
54487,DGCR8,0
25787,DGCR9,0
1606,DGKA,0
1608,DGKG,0
1609,DGKQ,0
8525,DGKZ,0
80017,DGLUCY,0
8026,DGS2,0
27351,DESI1,0
51029,DESI2,0
55070,DET1,0
159989,DEUP1,0
28955,DEXI,0
1676,DFFA,0
1677,DFFB,0
1694,DFNA16,0
85507,DFNA18,0
192644,DFNA21,0
23723,DFNA24,0
23719,DFNA30,0
347713,DFNA42,0
246289,DFNA47,0
317664,DFNA49,0
448962,DFNA54,0
100271924,DFNA59,0
1689,DFNA7,0
1705,DFNB13,0
1706,DFNB14,0
1709,DFNB17,0
1713,DFNB20,0
23713,DFNB27,0
170508,DFNB33,0
337991,DFNB38,0
379003,DFNB40,0
449483,DFNB45,0
449488,DFNB46,0
449489,DFNB47,0
494148,DFNB55,0
692219,DFNB65,0
100302513,DFNB71,0
100861440,DFNB96,0
1680,DFNX3,0
1142,CHRNB3,0
57053,CHRNA10,0
55584,CHRNA9,0
51363,CHST15,0
9435,CHST2,0
101927027,CHROMR,0
8534,CHST1,0
9486,CHST10,0
50515,CHST11,0
55501,CHST12,0
166012,CHST13,0
79643,CHMP6,0
25884,CHRDL2,0
100873984,CHRM3-AS1,0
100506915,CHRM3-AS2,0
1132,CHRM4,0
1133,CHRM5,0
8973,CHRNA6,0
83539,CHST9,0
1149,CIDEA,0
27141,CIDEB,0
117286,CIB3,0
130106,CIB4,0
8483,CILP,0
148113,CILP2,0
404677,CIMT,0
51550,CINP,0
57650,CIP2A,0
9541,CIR1,0
1153,CIRBP,0
55847,CISD1,0
337876,CHSY3,0
63922,CHTF18,0
26097,CHTOP,0
10164,CHST4,0
23563,CHST5,0
56548,CHST7,0
91612,CHURC1,0
100529261,CHURC1-FNTB,0
9391,CIAO1,0
84191,CIAO2A,0
51647,CIAO2B,0
64428,CIAO3,0
57019,CIAPIN1,0
66005,CHID1,0
1114,CHGB,0
386593,CHKB-CPT1B,0
100144603,CHKB-DT,0
10752,CHL1,0
101927193,CHL1-AS1,0
101927174,CHL1-AS2,0
10523,CHERP,0
1117,CHI3L2,0
27159,CHIA,0
149620,CHIAP2,0
100996315,CHIAP3,0
53344,CHIC1,0
1119,CHKA,0
1122,CHML,0
57132,CHMP1B,0
27243,CHMP2A,0
51652,CHMP3,0
29082,CHMP4A,0
1124,CHN2,0
102724484,CHN2-AS1,0
780915,CHNG3,0
140578,CHODL,0
26973,CHORDC1,0
727896,CHORDC1P4,0
11261,CHP1,0
63928,CHP2,0
79586,CHPF,0
54480,CHPF2,0
56994,CHPT1,0
54108,CHRAC1,0
8646,CHRD,0
84181,CHD6,0
80205,CHD9,0
55349,CHDH,0
121775,CHDM,0
387573,CHDS3,0
645345,CHCHD2P9,0
54927,CHCHD3,0
131474,CHCHD4,0
728143,CHCHD4P4,0
84269,CHCHD5,0
84303,CHCHD6,0
79145,CHCHD7,0
118487,CHCHD1,0
105377667,CHAER1,0
10036,CHAF1A,0
8208,CHAF1B,0
1072,CFL1,0
142913,CFL1P1,0
8837,CFLAR,0
65072,CFLAR-AS1,0
10167,CFM1,0
1952,CELSR2,0
1951,CELSR3,0
57214,CEMIP,0
23670,CEMIP2,0
752014,CEMP1,0
51286,CEND1,0
1058,CENPA,0
1059,CENPB,0
92806,CENPBD1,0
65996,CENPBD1P1,0
1060,CENPC,0
1061,CENPCP1,0
64105,CENPK,0
91687,CENPL,0
79019,CENPM,0
55839,CENPN,0
79172,CENPO,0
401541,CENPP,0
55166,CENPQ,0
378708,CENPS,0
100526739,CENPS-CORT,0
80152,CENPT,0
79682,CENPU,0
201161,CENPV,0
387103,CENPW,0
201254,CENPX,0
10658,CELF1,0
10659,CELF2,0
439950,CELF2-AS2,0
11189,CELF3,0
56853,CELF4,0
60680,CELF5,0
60677,CELF6,0
317782,CELIAC2,0
338332,CELIAC5,0
100188846,CELIAC6,0
1057,CELP,0
1990,CELA1,0
63036,CELA2A,0
51032,CELA2B,0
10136,CELA3A,0
1054,CEBPG,0
10153,CEBPZ,0
1055,CECR,0
27443,CECR2,0
100130418,CECR7,0
144486,CEP83-DT,0
387119,CEP85L,0
84902,CEP89,0
90799,CEP95,0
79598,CEP97,0
10390,CEPT1,0
9350,CER1,0
64781,CERK,0
100653515,CEP295NL,0
9857,CEP350,0
80321,CEP70,0
55722,CEP72,0
79959,CEP76,0
55125,CEP192,0
11190,CEP250,0
201134,CEP112,0
100289237,CEP164P1,0
9859,CEP170,0
283638,CEP170B,0
64946,CENPH,0
2491,CENPI,0
57562,CEP126,0
145508,CEP128,0
22994,CEP131,0
1066,CES1,0
51716,CES1P1,0
390732,CES1P2,0
8824,CES2,0
23491,CES3,0
1068,CETN1,0
1069,CETN2,0
1070,CETN3,0
29956,CERS2,0
285753,CEP57L1,0
100129973,CERNA1,0
642934,CERNA2,0
105375847,CERNA3,0
115804232,CEROX1,0
100874029,CFAP44-AS1,0
25790,CFAP45,0
54777,CFAP46,0
146845,CFAP52,0
112942,CFAP36,0
110091775,CFAP298-TCP10L,0
255119,CFAP299,0
79603,CERS4,0
91012,CERS5,0
253782,CERS6,0
100861402,CERS6-AS1,0
348807,CFAP100,0
161502,CFAP161,0
29105,CFAP20,0
200373,CFAP221,0
10428,CFDP1,0
653275,CFC1B,0
144535,CFAP54,0
149465,CFAP57,0
100505869,CFAP58-DT,0
26074,CFAP61,0
255101,CFAP65,0
79846,CFAP69,0
118491,CFAP70,0
85452,CFAP74,0
389799,CFAP77,0
57587,CFAP97,0
101929355,CFAP97D2,0
402160,CFAP99,0
111082987,CFTR-AS1,0
1081,CGA,0
115004,CGAS,0
114335,CGB1,0
114336,CGB2,0
1082,CGB3,0
93659,CGB5,0
94027,CGB7,0
94115,CGB8,0
8545,CGGBP1,0
57530,CGN,0
84952,CGNL1,0
10669,CGREF1,0
10668,CGRRF1,0
9023,CH25H,0
79094,CHAC1,0
494143,CHAC2,0
1101,CHAD,0
933,CD22,0
10666,CD226,0
100133941,CD24,0
388611,CD164L2,0
57126,CD177,0
4064,CD180,0
909,CD1A,0
910,CD1B,0
911,CD1C,0
912,CD1D,0
913,CD1E,0
914,CD2,0
4345,CD200,0
131450,CD200R1,0
344807,CD200R1L,0
50489,CD207,0
102724297,CCR5AS,0
11126,CD160,0
9332,CD163,0
283316,CD163L1,0
908,CCT6A,0
10693,CCT6B,0
10574,CCT7,0
10694,CCT8,0
7792,CCV,0
51622,CCZ1,0
221960,CCZ1B,0
9398,CD101,0
23582,CCNDBP1,0
9134,CCNE2,0
8900,CCNA1,0
890,CCNA2,0
103752584,CCND2-AS1,0
10983,CCNI,0
54619,CCNJ,0
8812,CCNK,0
57018,CCNL1,0
81669,CCNL2,0
904,CCNT1,0
905,CCNT2,0
100129961,CCNT2-AS1,0
900,CCNG1,0
901,CCNG2,0
2826,CCR10,0
729230,CCR2,0
151195,CCNYL1,0
9738,CCP110,0
9236,CCPG1,0
1236,CCR7,0
1237,CCR8,0
10803,CCR9,0
9034,CCRL2,0
9973,CCS,0
401145,CCSER1,0
907,CCT,0
10576,CCT2,0
7203,CCT3,0
10575,CCT4,0
951,CD37,0
962,CD48,0
920,CD4,0
10849,CD3EAP,0
57124,CD248,0
678655,CD27-AS1,0
80381,CD276,0
10421,CD2BP2,0
11314,CD300A,0
10871,CD300C,0
342510,CD300E,0
124599,CD300LB,0
146722,CD300LF,0
146894,CD300LG,0
9936,CD302,0
8555,CDC14B,0
8881,CDC16,0
991,CDC20,0
166979,CDC20B,0
8697,CDC23,0
993,CDC25A,0
994,CDC25B,0
926,CD8B,0
927,CD8B2,0
928,CD9,0
22918,CD93,0
4267,CD99,0
83692,CD99L2,0
978,CDA,0
81602,CDADC1,0
574043,CDAGS,0
971,CD72,0
972,CD74,0
941,CD80,0
9308,CD83,0
8832,CD84,0
942,CD86,0
1043,CD52,0
963,CD53,0
922,CD5L,0
924,CD7,0
967,CD63,0
968,CD68,0
1046,CDX4,0
9085,CDY1,0
253175,CDY1B,0
9426,CDY2A,0
203611,CDY2B,0
9425,CDYL,0
124359,CDYL2,0
634,CEACAM1,0
1038,CDR1,0
103611090,CDR1-AS,0
1039,CDR2,0
30850,CDR2L,0
8163,CDR3,0
374286,CDRT1,0
94158,CDRT15P1,0
1040,CDS1,0
8760,CDS2,0
56971,CEACAM19,0
125931,CEACAM20,0
55573,CDV3,0
1044,CDX1,0
80054,CEBPA-DT,0
1051,CEBPB,0
101927559,CEBPB-AS1,0
1052,CEBPD,0
388550,CEACAM22P,0
1084,CEACAM3,0
1089,CEACAM4,0
1048,CEACAM5,0
4680,CEACAM6,0
1087,CEACAM7,0
1088,CEACAM8,0
1098,CEACAMP10,0
441549,CDNF,0
1036,CDO1,0
1032,CDKN2D,0
80279,CDK5RAP3,0
51198,CDKN2A-DT,0
55602,CDKN2AIP,0
91368,CDKN2AIPNL,0
23552,CDK20,0
8099,CDK2AP1,0
10263,CDK2AP2,0
1018,CDK3,0
8851,CDK5R1,0
8941,CDK5R2,0
51654,CDK5RAP1,0
101927497,CDK6-AS1,0
1022,CDK7,0
1024,CDK8,0
1025,CDK9,0
8814,CDKL1,0
8999,CDKL2,0
51265,CDKL3,0
344387,CDKL4,0
389118,CDHR4,0
53841,CDHR5,0
29965,CDIP1,0
10423,CDIPT,0
54825,CDHR2,0
102723377,CDH23-AS1,0
64403,CDH24,0
728642,CDK11A,0
984,CDK11B,0
51755,CDK12,0
65061,CDK15,0
5127,CDK16,0
5128,CDK17,0
5129,CDK18,0
23097,CDK19,0
1010,CDH12,0
1008,CDH10,0
1002,CDH4,0
1003,CDH5,0
1004,CDH6,0
1005,CDH7,0
1006,CDH8,0
1007,CDH9,0
1014,CDH16,0
1015,CDH17,0
1016,CDH18,0
28513,CDH19,0
1000,CDH2,0
28316,CDH20,0
64405,CDH22,0
55536,CDCA7L,0
55143,CDCA8,0
64866,CDCP1,0
200008,CDCP2,0
157313,CDCA2,0
83461,CDCA3,0
55038,CDCA4,0
113130,CDCA5,0
988,CDC5L,0
8317,CDC7,0
981,CDAN3,0
982,CDB2,0
8872,CDC123,0
246184,CDC26,0
996,CDC27,0
997,CDC34,0
11140,CDC37,0
55664,CDC37L1,0
101929351,CDC37L1-DT,0
51362,CDC40,0
112268223,CDC42-AS1,0
8476,CDC42BPA,0
9578,CDC42BPB,0
55561,CDC42BPG,0
11135,CDC42EP1,0
10435,CDC42EP2,0
10602,CDC42EP3,0
23580,CDC42EP4,0
148170,CDC42EP5,0
56882,CDC42SE1,0
56990,CDC42SE2,0
102724652,CRYAA2,0
1407,CRY1,0
1408,CRY2,0
171422,CRPP1,0
200186,CRTC2,0
64784,CRTC3,0
101926895,CRTC3-AS1,0
100506025,CRPPA-AS1,0
7885,CRSA,0
55118,CRTAC1,0
56253,CRTAM,0
1416,CRYBB2P1,0
202,CRYBG1,0
55057,CRYBG2,0
131544,CRYBG3,0
1418,CRYGA,0
1429,CRYZ,0
9946,CRYZL1,0
111240474,CRYZL2P-SEC16B,0
1431,CS,0
51380,CSAD,0
158511,CSAG1,0
102723547,CSAG2,0
389903,CSAG3,0
27254,CSDC2,0
64764,CREB3L2,0
84699,CREB3L3,0
148327,CREB3L4,0
1389,CREBL2,0
153222,CREBRF,0
58487,CREBZF,0
8804,CREG1,0
79174,CRELD2,0
1390,CREM,0
106029243,CREST1,0
106029244,CREST2,0
167,CRISP1,0
7180,CRISP2,0
10321,CRISP3,0
83690,CRISPLD1,0
83716,CRISPLD2,0
1398,CRK,0
100288911,CRIM1-DT,0
1396,CRIP1,0
1397,CRIP2,0
401262,CRIP3,0
51379,CRLF3,0
54675,CRLS1,0
1400,CRMP1,0
643911,CRNDE,0
51340,CRNKL1,0
49860,CRNN,0
9696,CROCC,0
728763,CROCC2,0
114819,CROCCP3,0
54677,CROT,0
1434,CSE1L,0
51084,CRYL1,0
200575,CRYGEP,0
55790,CSGALNACT1,0
55454,CSGALNACT2,0
1442,CSH1,0
1443,CSH2,0
1444,CSHL1,0
1445,CSK,0
1454,CSNK1E,0
53944,CSNK1G1,0
1455,CSNK1G2,0
1456,CSNK1G3,0
114784,CSMD2,0
114788,CSMD3,0
1446,CSN1S1,0
1447,CSN2,0
1448,CSN3,0
1452,CSNK1A1,0
122011,CSNK1A1L,0
1477,CSTF1,0
1478,CSTF2,0
23283,CSTF2T,0
1479,CSTF3,0
338739,CSTF3-DT,0
1480,CSTP1,0
541466,CT45A1,0
728911,CT45A2,0
102723737,CT45A8,0
102723680,CT45A9,0
728096,CT47A1,0
728036,CT47A10,0
255313,CT47A11,0
100507170,CT47A12,0
728090,CT47A2,0
728082,CT47A3,0
728075,CT47A4,0
728072,CT47A5,0
728062,CT47A6,0
653282,CT47A7,0
728049,CT47A8,0
728042,CT47A9,0
54967,CT55,0
196993,CT62,0
100507468,CT66,0
101928231,CT69,0
107987106,CT70,0
203413,CT83,0
1483,CTAA1,0
246100,CTAG1A,0
1485,CTAG1B,0
30848,CTAG2,0
64693,CTAGE1,0
220429,CTAGE10P,0
102724339,CTB-30L5.1,0
105379181,CTB-49A3.2,0
1370,CPN2,0
8904,CPNE1,0
8895,CPNE3,0
131034,CPNE4,0
57699,CPNE5,0
27132,CPNE7,0
144402,CPNE8,0
130749,CPO,0
340451,CPP,0
55313,CPPED1,0
10404,CPQ,0
79363,CPLANE2,0
7938,CP20,0
60502,CPAT1,0
1360,CPB1,0
1361,CPB2,0
100509894,CPB2-AS1,0
1362,CPD,0
64506,CPEB1,0
283692,CPEB1-AS1,0
132864,CPEB2,0
22849,CPEB3,0
80315,CPEB4,0
79974,CPED1,0
1358,CPA2,0
1359,CPA3,0
51200,CPA4,0
93979,CPA5,0
404544,COX8BP,0
170712,COX7B2,0
1350,COX7C,0
1379,CR1L,0
1381,CRABP1,0
1382,CRABP2,0
57482,CRACD,0
84766,CRACR2A,0
283229,CRACR2B,0
57585,CRAMP1,0
92359,CRB3,0
27297,CRCP,0
54544,CRCT1,0
10488,CREB3,0
1368,CPM,0
1375,CPT1B,0
80772,CPTP,0
54504,CPVL,0
53336,CPXCR1,0
56265,CPXM1,0
119587,CPXM2,0
8532,CPZ,0
29034,CPS1-IT1,0
29894,CPSF1,0
129099,CPSF1P1,0
53981,CPSF2,0
51692,CPSF3,0
10898,CPSF4,0
642843,CPSF4L,0
11052,CPSF6,0
79869,CPSF7,0
100874058,COX10-AS1,0
1353,COX11,0
140468,COX11P1,0
57175,CORO1B,0
23603,CORO1C,0
7464,CORO2A,0
10391,CORO2B,0
84940,CORO6,0
79585,CORO7,0
100529144,CORO7-PAM16,0
1325,CORT,0
23406,COTL1,0
1327,COX4I1,0
51241,COX16,0
10063,COX17,0
285521,COX18,0
90639,COX19,0
1339,COX6A2,0
9377,COX5A,0
1329,COX5B,0
1343,COX6B1P3,0
1345,COX6C,0
1346,COX7A1,0
1347,COX7A2,0
9167,COX7A2L,0
1319,CORD1,0
54109,CORD8,0
84274,COQ5,0
10980,COPS6,0
50813,COPS7A,0
64708,COPS7B,0
10920,COPS8,0
22818,COPZ1,0
51226,COPZ2,0
93058,COQ10A,0
80219,COQ10B,0
118881,COMTD1,0
64326,COP1,0
81035,COLEC12,0
79709,COLGALT1,0
23127,COLGALT2,0
1315,COPB1,0
9276,COPB2,0
260431,COPD,0
115253418,COPDA1,0
11316,COPE,0
22820,COPG1,0
26958,COPG2,0
53844,COPG2IT1,0
55352,COPRS,0
9318,COPS2,0
8533,COPS3,0
51138,COPS4,0
1185,CLCN6,0
26586,CKAP2,0
152302,CIDECP1,0
284106,CISD3,0
1154,CISH,0
4435,CITED1,0
163732,CITED4,0
10970,CKAP4,0
9793,CKAP5,0
1152,CKB,0
51192,CKLF,0
100529251,CKLF-CMTM1,0
1158,CKM,0
548596,CKMT1A,0
1159,CKMT1B,0
1160,CKMT2,0
1163,CKS1B,0
137529,CKS1BP7,0
1164,CKS2,0
1167,CLA3,0
373073,CLAM,0
23332,CLASP1,0
23122,CLASP2,0
11129,CLASRP,0
1178,CLC,0
1179,CLCA1,0
9635,CLCA2,0
9629,CLCA3P,0
22802,CLCA4,0
105378828,CLCA4-AS1,0
23155,CLCC1,0
100874194,CLDN10-AS1,0
5010,CLDN11,0
9069,CLDN12,0
266626,CLCP1,0
53842,CLDN22,0
137075,CLDN23,0
1365,CLDN3,0
24146,CLDN15,0
26285,CLDN17,0
51208,CLDN18,0
388512,CLEC17A,0
497190,CLEC18B,0
728276,CLEC19A,0
51267,CLEC1A,0
51266,CLEC1B,0
387836,CLEC2A,0
9976,CLEC2B,0
29121,CLEC2D,0
10143,CLEC3A,0
7123,CLEC3B,0
50856,CLEC4A,0
170482,CLEC4C,0
338339,CLEC4D,0
26253,CLEC4E,0
165530,CLEC4F,0
339390,CLEC4G,0
10332,CLEC4M,0
102724279,CLEC4O,0
23601,CLEC5A,0
93978,CLEC6A,0
64581,CLEC7A,0
283420,CLEC9A,0
160365,CLECL1,0
1047,CLGN,0
130162,CLHC1,0
1192,CLIC1,0
54102,CLIC6,0
9685,CLINT1,0
6249,CLIP1,0
7461,CLIP2,0
79745,CLIP4,0
1195,CLK1,0
1196,CLK2,0
1197,CLK2P1,0
1198,CLK3,0
8101,CLLS2,0
574028,CLLU1,0
101927096,CLMAT3,0
79789,CLMN,0
7122,CLDN5,0
9074,CLDN6,0
1366,CLDN7,0
9073,CLDN8,0
9080,CLDN9,0
56650,CLDND1,0
10462,CLEC10A,0
6320,CLEC11A,0
160364,CLEC12A,0
387837,CLEC12B,0
161198,CLEC14A,0
9022,CLIC3,0
25932,CLIC4,0
497231,CLN9,0
116449,CLNK,0
1207,CLNS1A,0
1208,CLPS,0
340204,CLPSL1,0
389383,CLPSL2,0
1209,CLPTM1,0
1240,CMKLR1,0
1243,CMM,0
51727,CMPK1,0
129607,CMPK2,0
8144,CMS1A1,0
84319,CMSS1,0
431712,CMT2G,0
113540,CMTM1,0
146225,CMTM2,0
123920,CMTM3,0
146223,CMTM4,0
116173,CMTM5,0
54918,CMTM6,0
112616,CMTM7,0
152189,CMTM8,0
23070,CMTR1,0
55783,CMTR2,0
1253,CMTX2,0
1254,CMTX3,0
202333,CMYA5,0
1255,CNA1,0
140894,CNBD2,0
116933,CLRN1-AS1,0
645104,CLRN2,0
63967,CLSPN,0
22883,CLSTN1,0
64084,CLSTN2,0
9746,CLSTN3,0
1211,CLTA,0
1212,CLTB,0
23059,CLUAP1,0
23277,CLUH,0
27098,CLUL1,0
157807,CLVS1,0
134829,CLVS2,0
171425,CLYBL,0
1215,CMA1,0
8418,CMAHP,0
55907,CMAS,0
152100,CMC1,0
56942,CMC2,0
100272147,CMC4,0
1218,CMD1B,0
8218,CLTCL1,0
57393,CLTRN,0
54501,CLQTL1,0
55748,CNDP2,0
108353832,CNE-2,0
108353831,CNE-3,0
108383238,CNE7,0
84518,CNFN,0
1257,CNC2,0
8231,CND,0
1260,CNGA2,0
254263,CNIH2,0
149111,CNIH3,0
105373106,CNIH3-AS1,0
102723817,CNIH3-AS2,0
29097,CNIH4,0
10256,CNKSR1,0
4850,CNOT4,0
57472,CNOT6,0
246175,CNOT6L,0
29883,CNOT7,0
9337,CNOT8,0
9125,CNOT9,0
27013,CNPPD1,0
285888,CNPY1,0
10330,CNPY2,0
154043,CNKSR3,0
11061,CNMD,0
1264,CNN1,0
1265,CNN2,0
1266,CNN3,0
26507,CNNM1,0
26505,CNNM3,0
100506036,CNNM3-DT,0
101927765,COA6-AS1,0
65260,COA7,0
79937,CNTNAP3,0
85445,CNTNAP4,0
129684,CNTNAP5,0
11064,CNTRL,0
116840,CNTROB,0
55744,COA1,0
83548,COG3,0
1275,COD2,0
23242,COBL,0
22837,COBLL1,0
4848,CNOT2,0
107080644,CNPY3-GNMT,0
245812,CNPY4,0
5067,CNTN3,0
152330,CNTN4,0
100873975,CNTN4-AS1,0
53942,CNTN5,0
27255,CNTN6,0
25927,CNRIP1,0
8173,CNSN,0
163882,CNST,0
124817,CNTD1,0
79935,CNTD2,0
1270,CNTF,0
1271,CNTFR,0
415056,CNTFR-AS1,0
54875,CNTLN,0
340267,COL28A1,0
136227,COL26A1,0
394214,COL11A2P1,0
101927525,COL1A2-AS1,0
57642,COL20A1,0
81578,COL21A1,0
169044,COL22A1,0
91522,COL23A1,0
255631,COL24A1,0
8161,COIL,0
7373,COL14A1,0
1306,COL15A1,0
1307,COL16A1,0
378832,COL18A1-AS1,0
100874236,COL18A1-AS2,0
1310,COL19A1,0
100874203,COL4A2-AS1,0
100129836,COL4A2-AS2,0
50509,COL5A3,0
414316,COL5A1-AS1,0
344875,COL6A4P1,0
646300,COL6A4P2,0
256076,COL6A5,0
131873,COL6A6,0
100996266,COMETT,0
150684,COMMD1,0
51397,COMMD10,0
51122,COMMD2,0
23412,COMMD3,0
100532731,COMMD3-BMI1,0
54939,COMMD4,0
28991,COMMD5,0
170622,COMMD6,0
149951,COMMD7,0
54951,COMMD8,0
29099,COMMD9,0
1295,COL8A1,0
399948,COLCA1,0
120376,COLCA2,0
101927750,ATP6V1B1-AS1,0
92270,ATP6AP1L,0
535,ATP6V0A1,0
533,ATP6V0B,0
527,ATP6V0C,0
9114,ATP6V0D1,0
245972,ATP6V0D2,0
8992,ATP6V0E1,0
100874502,ATP6V0E1P1,0
100874503,ATP6V0E1P2,0
90423,ATP6V1E2,0
9296,ATP6V1F,0
9550,ATP6V1G1,0
534,ATP6V1G2,0
100532737,ATP6V1G2-DDX39B,0
127124,ATP6V1G3,0
51606,ATP6V1H,0
528,ATP6V1C1,0
245973,ATP6V1C2,0
51382,ATP6V1D,0
4509,ATP8,0
10396,ATP8A1,0
111822955,ATRIP-TREX1,0
8455,ATRN,0
26033,ATRNL1,0
342371,ATXN1L,0
134145,ATPSCKMT,0
51374,ATRAID,0
57198,ATP8B2,0
148229,ATP8B3,0
79895,ATP8B4,0
10079,ATP9A,0
374868,ATP9B,0
64756,ATPAF1,0
79000,AUNIP,0
550,AUP1,0
100188832,AUTS1,0
9212,AURKB,0
222255,ATXN7L1,0
127002,ATXN7L2,0
56970,ATXN7L3,0
552889,ATXN7L3B,0
102723619,ATXN2-AS,0
11273,ATXN2L,0
92552,ATXN3L,0
84852,ATP1A1-AS1,0
483,ATP1B3,0
23439,ATP1B4,0
91419,ATP23,0
100289092,ATP2A1-AS1,0
480,ATP1A4,0
481,ATP1B1,0
493,ATP2B4,0
509,ATP5F1C,0
9914,ATP2C2,0
495,ATP4A,0
496,ATP4B,0
93974,ATP5IF1,0
516,ATP5MC1,0
100505704,ATP5MC1P6,0
517,ATP5MC2,0
84833,ATP5MD,0
521,ATP5ME,0
9551,ATP5MF,0
100526740,ATP5MF-PTCD1,0
10632,ATP5MG,0
267020,ATP5MGL,0
9556,ATP5MPL,0
10476,ATP5PD,0
522,ATP5PF,0
539,ATP5PO,0
23200,ATP11B,0
286410,ATP11C,0
479,ATP12A,0
57130,ATP13A1,0
79572,ATP13A3,0
84239,ATP13A4,0
344905,ATP13A5,0
84913,ATOH8,0
475,ATOX1,0
57194,ATP10A,0
57205,ATP10D,0
64069,ATOD1,0
23300,ATMIN,0
60673,ATG101,0
9140,ATG12,0
9776,ATG13,0
22863,ATG14,0
64225,ATL2,0
89849,ATG16L2,0
23130,ATG2A,0
55102,ATG2B,0
64422,ATG3,0
115201,ATG4A,0
23192,ATG4B,0
84938,ATG4C,0
84971,ATG4D,0
9474,ATG5,0
10533,ATG7,0
79065,ATG9A,0
285973,ATG9B,0
470,ATHS,0
9532,BAG2,0
572,BAD,0
100379571,BACE1-AS,0
25825,BACE2,0
571,BACH1,0
54147,BACH1-IT3,0
100499183,BAALC-AS1,0
157556,BAALC-AS2,0
9577,BABAM2,0
100302650,BABAM2-AS1,0
101929639,B4GALT1-AS1,0
8704,B4GALT2,0
8703,B4GALT3,0
8702,B4GALT4,0
9334,B4GALT5,0
9331,B4GALT6,0
402146,B3GAT3P1,0
124872,B4GALNT2,0
283358,B4GALNT3,0
338707,B4GALNT4,0
27087,B3GAT1,0
135152,B3GAT2,0
8706,B3GALNT1,0
560,AZF1,0
563,AZGP1,0
646282,AZGP1P1,0
401393,AZGP1P2,0
64343,AZI2,0
51582,AZIN1,0
100506753,AZIN1-AS1,0
113451,AZIN2,0
566,AZU1,0
553,AVPR1B,0
60370,AVPI1,0
94313,AUTS5,0
57099,AVEN,0
10677,AVIL,0
23080,AVL9,0
8708,B3GALT1,0
105616981,B3GALT1-AS1,0
8705,B3GALT4,0
10317,B3GALT5,0
114041,B3GALT5-AS1,0
7446,AVSD1,0
158833,AWAT1,0
158835,AWAT2,0
126859,AXDND1,0
10678,B3GNT2,0
10331,B3GNT3,0
79369,B3GNT4,0
84002,B3GNT5,0
192134,B3GNT6,0
93010,B3GNT7,0
374907,B3GNT8,0
84752,B3GNT9,0
146712,B3GNTL1,0
597,BCL2A1,0
100307118,BCC1,0
100307119,BCC2,0
100307121,BCC4,0
56647,BCCIP,0
144233,BCDIN3D,0
100286844,BCDIN3D-AS1,0
8537,BCAS1,0
10286,BCAS2,0
54828,BCAS3,0
55653,BCAS4,0
586,BCAT1,0
80127,BBOF1,0
8424,BBOX1,0
11177,BAZ1A,0
9564,BCAR1,0
56987,BBX,0
4059,BCAM,0
63827,BCAN,0
55973,BCAP29,0
11176,BAZ2A,0
29994,BAZ2B,0
27113,BBC3,0
8538,BARX2,0
8213,BAS,0
10409,BASP1,0
10538,BATF,0
116071,BATF2,0
55509,BATF3,0
101290503,BANF1P5,0
140836,BANF2,0
54971,BANP,0
56751,BARHL1,0
343472,BARHL2,0
9530,BAG4,0
9529,BAG5,0
7917,BAG6,0
574,BAGE,0
85319,BAGE2,0
85318,BAGE3,0
85317,BAGE4,0
57597,BAHCC1,0
22893,BAHD1,0
10458,BAIAP2,0
55971,BAIAP2L1,0
80115,BAIAP2L2,0
8938,BAIAP3,0
578,BAK1,0
25805,BAMBI,0
100885775,BANCR,0
387763,C11orf96,0
60314,C12orf10,0
57102,C12orf4,0
374470,C12orf42,0
64897,C12orf43,0
121053,C12orf45,0
79794,C12orf49,0
160419,C12orf50,0
121273,C12orf54,0
144577,C12orf66,0
728568,C12orf73,0
387882,C12orf75,0
400073,C12orf76,0
283598,C14orf177,0
400258,C14orf180,0
122525,C14orf28,0
317761,C14orf39,0
60686,C14orf93,0
145858,C15orf32,0
53838,C11orf24,0
143501,C11orf40,0
160298,C11orf42,0
219833,C11orf45,0
79096,C11orf49,0
341032,C11orf53,0
28970,C11orf54,0
10944,C11orf58,0
160140,C11orf65,0
83638,C11orf68,0
100505621,C11orf72,0
79703,C11orf80,0
10917,BTNL3,0
79908,BTNL8,0
153579,BTNL9,0
8945,BTRC,0
106821730,BUB1B-PAK6,0
9184,BUB3,0
84811,BUD13,0
100420358,BUD13P1,0
114049,BUD23,0
8896,BUD31,0
154442,BVES-AS1,0
700,BVR1,0
705,BYSL,0
9689,BZW1,0
28969,BZW2,0
414152,C10orf105,0
387723,C10orf143,0
282966,C10orf53,0
